,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
0,10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.3502351379506896,2.775e-05,-2.775e-05,5.144809188605564,0.00216,-0.00216,0.13627761829254784,0.318,-0.146,1.37561251277303,0.0819,-0.0819,6.4245448222491195,19.5,-19.5,1.1817271953786161,0.26,-0.15,6.677083461247136,,,4.549551762225079,29.45,-16.65,3.6054978451748854,1.0,q1_q17_dr25_tce,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.6559643894322293,0.105,-0.061,291.93423,48.141651,15.347
1,10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,0.969,0,0,0,0,4.014911356403454,0.0002479,-0.0002479,5.096897635072884,0.00352,-0.00352,0.46121512321265623,0.059,-0.443,1.7060200102803444,0.116,-0.116,6.775137754367298,35.5,-35.5,1.3428648031925547,0.32,-0.19,6.095824562432225,,,2.3135250330323798,2.87,-1.62,3.288401887516811,2.0,q1_q17_dr25_tce,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.6559643894322293,0.105,-0.061,291.93423,48.141651,15.347
2,10811496,K00753.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,3.039708007406348,1.494e-05,-1.494e-05,5.175303340586861,0.000581,-0.000581,0.6775257996569884,5.126,-0.077,1.0232419816433331,0.0341,-0.0341,9.290075339995036,171.0,-171.0,2.747270914255491,3.92,-1.31,6.459904454377535,,,3.696351468952637,31.04,-10.49,4.3476939555933765,1.0,q1_q17_dr25_tce,5853.0,158.0,-176.0,4.544,0.044,-0.176,0.6248683398066509,0.233,-0.078,297.00482,48.134129,15.436
3,10848459,K00754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.0068450579675678,2.63e-07,-2.63e-07,5.143460566643332,0.000115,-0.000115,0.8224195162640845,0.115,-0.092,1.225658950803309,0.00537,-0.00537,8.997171903684052,12.8,-12.8,3.5397992310997837,8.5,-2.83,7.241366283322318,,,6.7945417870401235,668.95,-230.35,6.227721737567575,1.0,q1_q17_dr25_tce,5805.0,157.0,-174.0,4.564,0.053,-0.168,0.5827741230785748,0.201,-0.067,285.53461,48.28521,15.597
4,10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.2600483021739617,3.761e-06,-3.761e-06,5.15095099616169,0.00113,-0.00113,0.5312163134137247,0.235,-0.478,0.9762563130415891,0.042,-0.042,6.404070763367513,16.9,-16.9,1.3217558399823195,0.88,-0.35,7.249215057114389,,,6.832126150456476,874.33,-314.24,3.735285826928092,1.0,q1_q17_dr25_tce,6031.0,169.0,-211.0,4.438,0.07,-0.21,0.7158866675294348,0.334,-0.133,288.75488,48.2262,15.509
5,10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.492735965551391,2.036e-05,-2.036e-05,5.148663328324019,0.00141,-0.00141,0.43048287108345223,0.03,-0.428,1.7217839722656387,0.061,-0.061,7.325478284485803,24.2,-24.2,1.589235205116581,1.27,-0.42,6.728628613084702,,,4.751950917196286,112.85,-36.7,4.212127597878484,1.0,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.054,-0.229,0.6790482561804436,0.315,-0.105,296.28613,48.22467,15.714
6,10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.635969831487176,1.046e-05,-1.046e-05,5.158936728966964,0.0019,-0.0019,0.5664495275139878,0.139,-0.532,1.4207440958491162,0.0673,-0.0673,6.532334292222349,18.7,-18.7,1.3270750014599193,0.9,-0.3,7.057036981697891,,,6.060640735124765,420.33,-136.7,3.7184382563554808,2.0,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.054,-0.229,0.6790482561804436,0.315,-0.105,296.28613,48.22467,15.714
7,10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,1.2716096684503242,1.781e-05,-1.781e-05,5.196031951252215,0.00461,-0.00461,0.5624688569178291,0.212,-0.523,1.2322686734807833,0.165,-0.165,5.427150238391005,16.8,-16.8,0.9516578757114464,0.52,-0.17,7.215975002651466,,,6.695477480978234,793.91,-258.2,2.772588722239781,3.0,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.054,-0.229,0.6790482561804436,0.315,-0.105,296.28613,48.22467,15.714
8,6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.123672468781356,2.128e-05,-2.128e-05,4.892231040523972,0.00253,-0.00253,0.7742662318447373,7.133,-0.044,1.795419430059542,0.136,-0.136,5.458308102856978,5.8,-5.8,3.6941157209091826,6.45,-9.67,7.202661196523238,,,6.644076150459651,349.28,-365.49,3.885679030088544,1.0,q1_q17_dr25_tce,6227.0,111.0,-124.0,3.986,0.182,-0.098,1.084513364288608,0.322,-0.483,298.86435,42.151569,12.66
9,10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.8372432565694368,1.088e-05,-1.088e-05,5.162623276979482,0.000517,-0.000517,0.050693114315518116,0.262,-0.052,1.511758929229005,0.0241,-0.0241,8.500108068358424,33.3,-33.3,1.9110228900548727,0.22,-0.49,6.398594934535208,,,3.457892725338701,4.46,-6.66,5.093136515607999,1.0,q1_q17_dr25_tce,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.6141039732194924,0.033,-0.072,286.99948,48.37579,15.841
10,11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,0,0,0,0,1.244331344043603,2.7e-08,-2.7e-08,4.818370910820975,8.7e-06,-8.7e-06,0.597736995755287,0.001,-0.001,1.009121476782268,0.00107,-0.00107,9.563248229345671,4.2,-4.2,2.641910398597665,0.51,-0.51,7.200424892944957,,,6.636550048089151,106.21,-95.76,8.367602100844996,1.0,q1_q17_dr25_tce,5820.0,78.0,-78.0,4.457,0.024,-0.024,0.6749832099322741,0.038,-0.038,286.80847,49.316399,11.338
11,10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,1.1646295337668027,4.3e-08,-4.3e-08,4.806955601101188,1.6e-05,-1.6e-05,0.20212418409013436,0.159,-0.216,1.586914146195221,0.00203,-0.00203,8.806229346683947,1.7,-1.7,2.8390784635086144,0.81,-0.91,7.6251071482389,,,8.330844335930504,651.59,-654.46,8.690625354364276,1.0,q1_q17_dr25_tce,6440.0,76.0,-89.0,4.019,0.033,-0.027,1.082482906738226,0.099,-0.11,292.24728,47.969521,10.463
12,6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.509064590913013,1.98e-07,-1.98e-07,4.804999441356981,4.71e-05,-4.71e-05,0.4891933236388768,0.007,-0.007,1.434710645881317,0.00653,-0.00653,9.12114843747994,6.6,-6.6,2.7466296830696852,1.11,-1.11,7.3277805384216315,,,7.143356905218376,307.23,-276.48,7.463076142634679,1.0,q1_q17_dr25_tce,6225.0,112.0,-137.0,4.169,0.055,-0.045,0.8964961045459755,0.11,-0.11,281.28812,42.45108,13.563
13,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.5495210372059527,6.536e-06,-6.536e-06,4.905150178083535,0.00143,-0.00143,0.049742091894814065,0.395,-0.051,1.2892877431777403,0.0427,-0.0427,4.883559211528279,3.0,-3.0,0.7701082216960736,0.17,-0.12,7.095893221097532,,,6.217523843503089,197.96,-130.54,3.9435216724875173,2.0,q1_q17_dr25_tce,5833.0,105.0,-117.0,4.407,0.085,-0.114,0.7040871205982797,0.143,-0.107,295.64871,48.49556,12.772
14,10419211,K00742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.527442859321793,1.98e-06,-1.98e-06,5.146561995676393,0.000131,-0.000131,1.2478939913838643,2.851,-0.673,1.5346928142817842,0.0114,-0.0114,9.797293356129725,31.9,-31.9,5.020651629371744,39.76,-13.31,6.625392368007956,,,4.342245764662037,58.89,-19.99,6.434707019550176,1.0,q1_q17_dr25_tce,5795.0,155.0,-172.0,4.554,0.033,-0.176,0.6141039732194924,0.224,-0.075,297.07993,47.597401,15.472
15,10464078,K00743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.0157279096737497,2.068e-05,-2.068e-05,5.156086834460986,0.000842,-0.000842,0.5900064216404319,0.007,-0.005,2.581390383133157,0.0598,-0.0598,9.096017592721482,53.3,-53.3,2.1016921506146558,0.76,-0.68,6.261491684321042,,,2.9279886214674717,6.66,-4.88,5.373888553395111,1.0,q1_q17_dr25_tce,5043.0,151.0,-151.0,4.591,0.072,-0.048,0.5187937934151676,0.072,-0.065,289.25821,47.635319,15.487
16,10480982,K00744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.0067409027267433,1.123e-06,-1.123e-06,5.223336048446432,4.5e-05,-4.5e-05,0.7251302264129961,0.031,-0.034,1.7575871912541436,0.00235,-0.00235,11.215664326071453,21.9,-21.9,3.9178062501838733,16.03,-5.0,6.54965074223381,,,4.042524813492304,54.55,-16.4,7.748460023899697,1.0,q1_q17_dr25_tce,6117.0,182.0,-200.0,4.496,0.052,-0.208,0.6662897263900626,0.308,-0.096,295.81454,47.69035,15.341
17,10485250,K00745.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.86047583618068,1.361e-05,-1.361e-05,5.203356811117986,0.000623,-0.000623,0.25619140536041013,0.118,-0.101,2.3454338322788857,0.06,-0.06,9.257223957875032,39.9,-39.9,2.190535589185423,0.89,-0.89,6.39024066706535,,,3.421326752957321,12.01,-8.91,5.718342625987531,1.0,q1_q17_dr25_tce,5152.0,168.0,-153.0,4.517,0.088,-0.072,0.5799784824543073,0.088,-0.088,297.15442,47.668701,15.788
18,10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.329575719711571,1.037e-05,-1.037e-05,5.160537849119408,0.000877,-0.000877,0.32714314133269456,0.004,-0.386,1.4557038124920583,0.0309,-0.0309,7.1618547144167914,16.8,-16.8,1.244154593958768,0.2,-0.24,6.476972362889683,,,3.7577056450437887,12.49,-11.7,4.4796069630127455,1.0,q1_q17_dr25_tce,4856.0,131.0,-146.0,4.583,0.065,-0.035,0.5282725373697112,0.056,-0.068,288.13824,47.724449,15.302
19,10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.9500875956481645,5.509e-06,-5.509e-06,5.1509939221871965,0.000713,-0.000713,0.2295231582782488,0.196,-0.258,0.9486030213414015,0.0311,-0.0311,7.556793819916019,34.4,-34.4,1.3480731482996928,0.26,-0.15,6.520621127558696,,,3.9326096390365346,16.4,-9.88,4.1956970564823886,1.0,q1_q17_dr25_tce,4537.0,123.0,-123.0,4.648,0.02,-0.056,0.5140205146625099,0.062,-0.036,283.71088,47.86327,15.784
20,10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.307351433383305,7.534e-06,-7.534e-06,5.1459682545890715,0.00234,-0.00234,0.04305948946044697,0.36,-0.044,1.528856726473817,0.0686,-0.0686,5.988710758911361,9.5,-9.5,0.9477893989335261,0.13,-0.16,6.9726062513017535,,,5.7246955962364074,96.64,-86.33,3.8958936234982624,1.0,q1_q17_dr25_tce,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.5982868995359851,0.067,-0.082,283.76547,47.804298,15.269
21,10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.8483845457115093,8.834e-06,-8.834e-06,5.152175017600519,0.00127,-0.00127,0.08801087732271329,0.369,-0.092,1.3932203211906238,0.0471,-0.0471,6.723832440821209,14.8,-14.8,1.2669476034873244,0.16,-0.24,6.824373670043086,,,5.135739611790679,34.66,-38.48,4.120661870539474,1.0,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.6471032420585385,0.057,-0.086,292.37613,47.880989,15.416
22,10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,1.5975783064946913,1.094e-05,-1.094e-05,4.92061298880795,0.00233,-0.00233,0.20375683751401966,0.243,-0.226,1.2804893022229142,0.0737,-0.0737,5.897977704014518,13.9,-13.9,0.9932517730102833,0.11,-0.16,6.926577033222725,,,5.537924643892912,51.91,-57.65,3.3978584803966405,2.0,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.6471032420585385,0.057,-0.086,292.37613,47.880989,15.416
23,10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,0.971,0,0,0,0,2.2092682129471237,6.787e-05,-6.787e-05,4.896369316334552,0.00716,-0.00716,0.024692612590371504,0.425,-0.025,1.5251863599865092,0.198,-0.198,5.38632824387075,16.8,-16.8,0.832909122935104,0.09,-0.12,6.68586094706836,,,4.585273554273635,19.9,-22.09,2.714694743820879,3.0,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.6471032420585385,0.057,-0.086,292.37613,47.880989,15.416
25,10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.121350839110908,7.01e-05,-7.01e-05,5.150605562596107,0.00258,-0.00258,0.6397464038328301,0.01,-0.663,1.4941392880706375,0.0656,-0.0656,6.7548371725574246,27.1,-27.1,1.3737155789130306,0.12,-0.23,6.274762021241939,,,2.97756830292632,2.78,-3.8,3.563882963939251,1.0,q1_q17_dr25_tce,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.6032224730319582,0.032,-0.065,290.46512,47.92918,15.377
26,10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.7912226051423177,1.389e-05,-1.389e-05,5.15179961499766,0.00219,-0.00219,0.5364933705145685,0.006,-0.533,1.1542677217462687,0.0762,-0.0762,6.841294912281867,39.7,-39.7,1.3297240096314962,0.52,-0.23,6.822197390620491,,,5.123666316058301,102.06,-42.14,3.374168709274236,1.0,q1_q17_dr25_tce,5339.0,175.0,-159.0,4.552,0.034,-0.136,0.6135627012171029,0.161,-0.069,297.80826,47.946671,15.861
27,11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.6641085818245085,6.141e-06,-6.141e-06,5.1526936701118755,0.00115,-0.00115,0.353469812989784,0.112,-0.356,1.3545456628053103,0.042,-0.042,6.622470331130078,14.1,-14.1,1.1939224684724346,0.58,-0.19,6.920671504248683,,,5.5169306717757145,182.24,-63.32,4.139955073474153,1.0,q1_q17_dr25_tce,5644.0,152.0,-169.0,4.564,0.032,-0.168,0.6048622656923737,0.207,-0.069,294.26581,49.314091,15.356
28,11463211,K00770.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.9188291433798816,4.7e-07,-4.7e-07,5.147483220936152,0.000246,-0.000246,0.6205764877251099,0.042,-0.125,0.9224715909492363,0.0483,-0.0483,7.701968768276886,18.3,-18.3,1.7101878155342434,1.01,-0.44,7.2813856635702825,,,6.961409783517629,703.1,-292.26,5.2045559867335625,1.0,q1_q17_dr25_tce,5714.0,155.0,-172.0,4.563,0.04,-0.16,0.6048622656923737,0.186,-0.08,295.66522,49.351009,15.525
30,11493732,K00772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.131260743775976,0.000156,-0.000156,5.163861317989519,0.00209,-0.00209,0.8100409320314447,6.912,-0.067,2.1555920692533856,0.105,-0.105,8.541749209312124,70.6,-70.6,3.7103962975761857,12.79,-5.48,6.226536669287466,,,2.799108932049177,14.85,-5.51,4.457829598089382,1.0,q1_q17_dr25_tce,6144.0,184.0,-220.0,4.402,0.072,-0.217,0.7376424204464965,0.35,-0.15,283.72592,49.479519,15.25
31,11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.6731958214003435,0.0001602,-0.0001602,5.158023042482892,0.00338,-0.00338,0.38390093019232385,0.461,-0.267,1.8852498123153938,0.113,-0.113,6.586447478880696,23.4,-23.4,1.3402504226184837,0.37,-0.34,6.272877006546167,,,2.9719517448885875,6.72,-4.93,3.5751506887855933,1.0,q1_q17_dr25_tce,5481.0,82.0,-74.0,4.369,0.121,-0.099,0.7109870986882764,0.138,-0.124,291.72202,49.480869,15.172
32,10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.992,0,0,0,0,3.742355172006892,9.345e-05,-9.345e-05,5.112012125409793,0.00171,-0.00171,0.04401688541677432,0.337,-0.045,1.728056154763823,0.0633,-0.0633,7.70296253473323,45.5,-45.5,1.5810384379124023,0.15,-0.33,6.0867747269123065,,,2.278292400425001,1.27,-1.9,3.955082494888593,2.0,q1_q17_dr25_tce,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.6141039732194924,0.033,-0.072,286.99948,48.37579,15.841
33,10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.9814099714869908,9.577e-06,-9.577e-06,5.149244456333611,0.00117,-0.00117,0.09984533496971613,0.329,-0.105,1.2758933858842223,0.0426,-0.0426,6.944954719971244,24.5,-24.5,1.2947271675944,0.1,-0.23,6.714170529909472,,,4.694096395182493,15.73,-23.44,3.8732821771117156,3.0,q1_q17_dr25_tce,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.6141039732194924,0.033,-0.072,286.99948,48.37579,15.841
34,10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.833982706256498,4.854e-05,-4.854e-05,5.178186075897793,0.00243,-0.00243,0.5872309549683961,0.097,-0.551,1.4481887646574803,0.0791,-0.0791,7.023669903578493,39.4,-39.4,1.410986973710262,0.34,-0.31,6.386879319362645,,,3.4114776910697118,11.77,-8.24,3.5322256440685598,1.0,q1_q17_dr25_tce,5015.0,164.0,-149.0,4.499,0.092,-0.115,0.6021277821727767,0.091,-0.082,297.02563,48.478588,15.39
35,11018648,K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.515381853060713,5.801e-05,-5.801e-05,5.273521986177237,0.00138,-0.00138,0.020782539182528505,0.402,-0.021,1.7573577925106914,0.058,-0.058,7.498758985873379,25.4,-25.4,1.4724720573609429,0.76,-0.33,6.2285110035911835,,,2.806386101823072,10.51,-4.18,4.394449154672439,1.0,q1_q17_dr25_tce,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.5866749360494286,0.181,-0.077,285.71854,48.505859,15.082
36,11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,4.530158734127158,0.0007518,-0.0007518,5.272167417558643,0.00643,-0.00643,0.4737466155245699,0.335,-0.4,2.011296524948153,0.204,-0.204,6.481577129276431,36.2,-36.2,1.1378330018213911,0.48,-0.21,5.886104031450156,,,1.5933085305042167,2.64,-1.06,3.0007198150650303,2.0,q1_q17_dr25_tce,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.5866749360494286,0.181,-0.077,285.71854,48.505859,15.082
37,11138155,K00760.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.7849562537481962,5.15e-07,-5.15e-07,5.154784867449857,8.27e-05,-8.27e-05,0.6048622656923737,0.016,-0.004,1.1716737610509584,0.0075,-0.0075,9.190443740261726,20.0,-20.0,2.580974118534234,1.96,-1.46,7.00669522683704,,,5.859075359062237,146.52,-93.21,6.5475025136955205,1.0,q1_q17_dr25_tce,5712.0,77.0,-77.0,4.359,0.11,-0.11,0.7333289701927772,0.173,-0.13,292.16705,48.727589,15.263
38,11152159,K00761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.3086808134176477,5.634e-06,-5.634e-06,5.145724248092047,0.00164,-0.00164,0.7011153502091222,3.967,-0.059,1.4776649728244409,0.0892,-0.0892,6.75855897262001,20.9,-20.9,2.020222182019865,1.64,-0.75,7.109062135687172,,,6.270629199099972,411.33,-166.35,3.8979240810486444,1.0,q1_q17_dr25_tce,5550.0,182.0,-182.0,4.468,0.091,-0.169,0.6471032420585385,0.228,-0.105,297.92365,48.777321,15.54
39,11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.7045235415742663,1.777e-05,-1.777e-05,5.149521780908229,0.003,-0.003,0.2715526905218973,0.154,-0.312,1.5552351264197843,0.0934,-0.0934,6.133398042996649,17.5,-17.5,1.1314021114911006,0.65,-0.22,7.033506484287697,,,5.967735220408745,365.71,-117.4,3.417726683613366,1.0,q1_q17_dr25_tce,6075.0,189.0,-210.0,4.486,0.052,-0.208,0.6775257996569884,0.3,-0.1,298.45685,48.791592,15.395
40,11242721,K00763.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.0277738893624906,5.862e-06,-5.862e-06,5.195187588721224,0.000249,-0.000249,0.5440669575457926,0.01,-0.02,1.832805438664056,0.0179,-0.0179,9.37305428246393,27.7,-27.7,2.5967461315435356,3.92,-1.69,6.594413459749778,,,4.219948784356969,62.46,-23.51,6.243001172923409,1.0,q1_q17_dr25_tce,6074.0,168.0,-210.0,4.391,0.09,-0.21,0.7241612340891147,0.336,-0.144,291.0939,48.933842,15.536
41,9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.8582030382028938,3.052e-06,-3.052e-06,4.89890705858596,0.000468,-0.000468,0.5805382361772911,0.005,-0.565,1.3730064667929551,0.024,-0.024,6.401253626696201,4.0,-4.0,1.3711807233098425,0.43,-0.38,6.9975959829819265,,,5.825055708774077,137.29,-102.18,5.122176668829163,1.0,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.339,0.132,-0.108,0.7357276280950636,0.157,-0.142,287.88733,46.276241,12.791
42,11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.7480815733590425,7.557e-05,-7.557e-05,5.346783811659441,0.00142,-0.00142,0.3038014543316642,0.04,-0.355,2.4509102660296924,0.088,-0.088,7.935265330157098,22.6,-22.6,1.8718021769015913,1.57,-0.96,6.248042874508429,,,2.8746939451769347,14.66,-6.64,4.956531035103055,1.0,q1_q17_dr25_tce,5468.0,180.0,-164.0,4.367,0.153,-0.187,0.7158866675294348,0.297,-0.183,295.55505,49.017342,15.4
43,11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.235792858685056,1.524e-05,-1.524e-05,5.151165463048929,0.00133,-0.00133,0.02273948696948943,0.423,-0.023,1.1790856728179864,0.0518,-0.0518,6.949472872334005,28.2,-28.2,1.2584609896100056,0.54,-0.24,6.673297967767654,,,4.531523645819793,59.06,-24.15,3.7932394694381792,1.0,q1_q17_dr25_tce,5592.0,152.0,-152.0,4.582,0.036,-0.144,0.5805382361772911,0.169,-0.073,285.49924,49.277351,15.317
44,11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.63423656271935,3.133e-06,-3.133e-06,5.140215637428545,0.000613,-0.000613,0.4681268692328754,0.235,-0.367,1.4289706354003269,0.0362,-0.0362,7.3053898079751125,13.3,-13.3,1.691939133945844,1.44,-0.51,7.126087273299125,,,6.339212261646723,542.47,-188.14,4.864452783918174,1.0,q1_q17_dr25_tce,6174.0,173.0,-239.0,4.417,0.056,-0.21,0.7433648967205627,0.358,-0.128,291.93616,49.253979,15.506
45,11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.3393350572025033,1.65e-07,-1.65e-07,5.147306578929193,4.66e-05,-4.66e-05,0.09984533496971613,0.264,-0.119,1.2544387065189475,0.00666,-0.00666,9.73002662417437,11.0,-11.0,2.580974118534234,1.62,-0.87,7.106606137727303,,,6.257916599022385,184.34,-97.95,7.249783481174031,1.0,q1_q17_dr25_tce,5532.0,74.0,-83.0,4.452,0.063,-0.108,0.6703901934373291,0.127,-0.068,297.01547,49.225288,15.052
46,11442465,K00768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.553452966072751,6.154e-05,-6.154e-05,5.234717498071522,0.00137,-0.00137,0.5944312076207876,0.006,-0.009,2.7447677840373728,0.104,-0.104,9.048374230839235,44.3,-44.3,2.1210632163706555,0.9,-0.6,6.066108090103747,,,2.209372711271867,3.25,-2.06,5.46848199307136,1.0,q1_q17_dr25_tce,5040.0,136.0,-151.0,4.628,0.03,-0.07,0.5335651107354801,0.086,-0.058,284.17233,49.360722,15.716
47,12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.5454155458525114,8.982e-06,-8.982e-06,5.143799927806283,0.00191,-0.00191,0.1406311297397456,0.304,-0.151,1.2962875933322735,0.0677,-0.0677,6.058422015232863,13.8,-13.8,1.0612565021243408,0.54,-0.2,7.045776576879511,,,6.016132769157005,342.24,-123.32,3.6000482404073204,1.0,q1_q17_dr25_tce,5880.0,157.0,-192.0,4.518,0.046,-0.196,0.6507614640635074,0.262,-0.098,291.62241,50.61824,15.242
48,12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.692167190443588,6.106e-06,-6.106e-06,5.147581682313269,0.00111,-0.00111,0.3400373027857091,0.041,-0.405,1.423108334242607,0.0423,-0.0423,6.919585030735714,15.2,-15.2,1.4469189829363254,0.47,-0.25,7.007600613951853,,,5.86428437131023,135.26,-68.33,4.278054044290903,1.0,q1_q17_dr25_tce,5714.0,77.0,-77.0,4.428,0.063,-0.117,0.7006191953986463,0.148,-0.079,295.81616,51.121738,15.367
49,12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.51603136612256,2.415e-05,-2.415e-05,4.904162456333801,0.00183,-0.00183,0.647626665258136,0.009,-0.656,1.2879922098295105,0.073,-0.073,6.931959967678955,29.7,-29.7,1.599387576580599,0.57,-0.31,6.693323668269949,,,4.611947170267115,38.38,-19.39,3.6609942506244004,2.0,q1_q17_dr25_tce,5714.0,77.0,-77.0,4.428,0.063,-0.117,0.7006191953986463,0.148,-0.079,295.81616,51.121738,15.367
50,12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.3103360200745753,5.724e-05,-5.724e-05,5.176458103101846,0.00176,-0.00176,0.47125284864616745,0.25,-0.396,1.5201694446759182,0.0643,-0.0643,7.321122416986156,36.3,-36.3,1.4036429994545037,0.41,-0.22,6.194405391104672,,,2.673458756332591,6.07,-3.21,3.8958936234982624,1.0,q1_q17_dr25_tce,5129.0,154.0,-154.0,4.595,0.03,-0.084,0.5670169034157332,0.103,-0.055,289.39972,51.25032,15.234
