,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1175,HD 99109 b,HD 99109,1,1,Radial Velocity,2005,W. M. Keck Observatory,0,6.0874562900499205,5.6,-5.6,0.0,0.7466879474879752,0.02,-0.02,0.0,2.72785282839839,,,0.0,1.28,,,0.0,4.947661414934444,25.4264,-25.4264,0.0,0.3646431135879093,0.08,-0.08,0.0,Msini,0.08617769624105233,0.12,-0.12,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G8/K0 IV,5282.0,32.0,-32.0,0.0,0.6830968447064438,0.02,-0.02,0.0,0.76,0.1,-0.1,0.0,0.35,,,0.0,[Fe/H],4.34,0.05,-0.05,0.0,11h24m17.17s,171.0715576,-01d31m47.14s,-1.529761,4.021596434291751,0.1672,-0.1662,9.1,0.03,-0.03,7.162,0.024,-0.024,8.86823,0.000201,-0.000201
1177,HD 99492 b,HD 99492,2,1,Radial Velocity,2004,W. M. Keck Observatory,0,2.892763340226382,0.0047,-0.0047,0.0,0.11332868530700317,0.0,0.0,0.0,1.7950872593207297,,,0.0,0.448,,,0.0,3.1462234082639617,15.8915,-15.8915,0.0,0.06765864847381481,0.05,-0.05,0.0,Msini,0.22314355131420976,0.09,-0.09,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K2 V,4815.0,185.0,-185.0,0.0,0.6043159668533296,0.07,-0.07,0.0,0.48,0.51,-0.51,0.0,0.24,,,0.0,[Fe/H],4.28,0.46,-0.46,0.0,11h26m45.52s,171.689687,+03d00m25.68s,3.0071331,2.955108176117483,0.0581,-0.0577,7.56727,0.023,-0.023,5.256,0.017,-0.017,7.26005,0.000411,-0.000411
1178,HD 99706 b,HD 99706,1,2,Radial Velocity,2011,W. M. Keck Observatory,0,6.7357800142423265,32.0,-32.0,0.0,1.091923300517313,0.14,-0.14,0.0,2.6878474937846906,,,0.0,1.22,,,0.0,5.971085548741905,60.3877,-60.3877,0.0,0.8020015854720274,0.19,-0.19,0.0,Msini,0.22314355131420976,0.16,-0.16,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0,4862.0,,,0.0,1.8748743759385615,,,0.0,1.46,,,0.0,0.14,0.03,-0.03,0.0,[Fe/H],3.09,,,0.0,11h28m30.28s,172.1261621,+43d57m58.33s,43.9662025,4.994505912166372,1.122,-1.122,7.65,0.03,-0.03,5.335,0.016,-0.016,7.37747,0.000206,-0.000206
1179,HD 99706 c,HD 99706,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,7.153833801578843,151.0,-198.0,0.0,2.085603399420442,,,,2.624668592163159,,,0.0,1.14,,,0.0,7.500779702844517,454.4969,-305.1168,0.0,1.900613874140137,1.43,-0.96,0.0,Msini,0.34429867287067695,0.231,-0.178,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0,4862.0,25.0,-25.0,0.0,1.8562979903656263,0.1,-0.1,0.0,1.72,0.12,-0.12,0.0,0.02,0.03,-0.03,0.0,[Fe/H],3.2,0.06,-0.06,0.0,11h28m30.28s,172.1261621,+43d57m58.33s,43.9662025,4.994505912166372,1.122,-1.122,7.65,0.03,-0.03,5.335,0.016,-0.016,7.37747,0.000206,-0.000206
1181,HIP 107772 b,HIP 107772,1,1,Radial Velocity,2020,Multiple Observatories,0,4.028898963147031,0.083,-0.083,0.0,0.21752781252857406,0.011,-0.011,0.0,1.534714366238164,,,0.0,0.325,,,0.0,2.631888840136646,3.0,-3.0,0.0,0.039787859987414624,0.00944,-0.00944,0.0,Msini,0.16551443847757338,0.11,-0.11,0.0,6.044189272017143,,,,6.820115242834518,,,,0,M0 V,4006.0,98.0,-153.81,0.0,0.412109650826833,0.03,-0.05,0.0,0.63,0.08,-0.08,0.0,0.009605241264559068,,,,,4.73,0.11,-0.13,0.0,21h49m59.45s,327.4977057,-41d14m38.53s,-41.2440371,3.204509116158974,0.0243,-0.0242,10.56,0.03,-0.03,7.139,0.02,-0.02,9.93207,0.000492,-0.000492
1183,HIP 109384 b,HIP 109384,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,6.215567637916892,0.32,-0.32,0.0,0.7579981528795616,0.029,-0.029,0.0,2.6741486494265287,,,0.0,1.21,,,0.0,6.208217320835762,25.4264,-25.4264,0.0,0.9400072584914712,0.08,-0.08,0.0,Msini,0.4376095614347316,0.003,-0.003,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5,5180.0,45.0,-45.0,0.0,0.6043159668533296,0.02,-0.01,0.0,0.78,0.06,-0.06,0.0,-0.26,0.03,-0.03,0.0,[Fe/H],4.43,0.1,-0.1,0.0,22h09m38.15s,332.408972,+71d18m50.24s,71.313956,4.0936476527704455,0.1187,-0.1183,9.61,0.03,-0.03,7.652,0.016,-0.016,9.387981,0.000241,-0.000241
1184,HIP 109600 b,HIP 109600,2,1,Radial Velocity,2016,Haute-Provence Observatory,0,5.451381742274873,0.15,-0.15,0.0,0.5341514490694873,0.016,-0.016,0.0,2.653241964607215,,,0.0,1.18,,,0.0,6.74850676056134,38.1396,-38.1396,0.0,1.3029127521808397,0.12,-0.12,0.0,Msini,0.15100287353652736,0.006,-0.006,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5,5530.0,35.0,-35.0,0.0,0.6780335427498971,0.03,-0.03,0.0,0.87,0.06,-0.06,0.0,-0.12,0.02,-0.02,0.0,[Fe/H],4.45,0.03,-0.03,0.0,22h12m06.50s,333.027079,+29d03m58.35s,29.0662082,4.209696496997871,0.1917,-0.1906,9.18,0.03,-0.03,7.499,0.021,-0.021,9.003861,0.00025,-0.00025
1185,HIP 114933 b,HIP 114933,1,1,Radial Velocity,2021,Multiple Observatories,0,7.3015525822226195,61.7,-61.7,0.0,1.3454723665996355,0.09,-0.09,0.0,2.667228206581955,,,0.0,1.2,,,0.0,6.425820127378772,63.56568,-63.56568,0.0,1.0784095813505903,0.2,-0.2,0.0,Msini,0.19062035960864973,0.08,-0.08,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0 III,4823.0,59.0,-59.0,0.0,1.8357763546448294,0.05,-0.05,0.0,1.39,0.09,-0.09,0.0,0.06,0.06,-0.06,0.0,[Fe/H],2.99,0.12,-0.12,0.0,23h16m49.73s,349.2071949,-21d12m11.92s,-21.2033101,4.632454559015149,0.53,-0.53,7.25,0.03,-0.03,4.907,0.016,-0.016,6.97658,0.000241,-0.000241
1186,HIP 116454 b,HIP 116454,2,1,Transit,2014,K2,0,2.3145630697534525,0.0005,-0.0005,0.0,0.08672800350982414,0.0049,-0.0049,0.0,1.2430011912934145,0.112,-0.112,0.0,0.22,0.01,-0.01,0.0,2.6183588726120104,3.1783,-3.1783,0.0,0.039220713153281295,0.01,-0.01,0.0,Mass,0.18232155679395462,0.07,-0.07,0.0,6.044189272017143,,,,6.53813982376767,14.0,-14.0,0.0,0,K1,5089.0,50.0,-50.0,0.0,0.5423242908253617,0.02,-0.02,0.0,0.81,0.11,-0.11,0.0,-0.16,,,0.0,[Fe/H],4.59,0.03,-0.03,0.0,23h35m49.04s,353.9543517,+00d26m40.94s,0.4447043,4.150238009662634,0.1831,-0.182,10.19,0.03,-0.03,8.029,0.021,-0.021,9.93208,0.000347,-0.000347
1187,HIP 12961 b,HIP 12961,1,1,Radial Velocity,2010,La Silla Observatory,0,4.06791502538512,0.042,-0.042,0.0,0.22314355131420976,0.01,-0.01,0.0,2.653241964607215,,,0.0,1.18,,,0.0,4.7485672524171285,22.2481,-22.2481,0.0,0.3074846997479606,0.07,-0.07,0.0,Msini,0.15700374880966475,0.03,-0.03,0.0,6.044189272017143,,,,6.820115242834518,,,,0,M0,3901.0,175.0,-175.0,0.0,0.5007752879124893,0.06,-0.06,0.0,0.69,0.19,-0.19,0.0,-0.14,,,0.0,[Fe/H],4.65,0.09,-0.09,0.0,02h46m43.22s,41.6800749,-23d05m09.62s,-23.0860048,3.193393900853509,0.0185,-0.0184,10.25,0.03,-0.03,6.736,0.018,-0.018,9.59893,0.000526,-0.000526
1188,HIP 14810 b,HIP 14810,1,3,Radial Velocity,2005,W. M. Keck Observatory,0,2.0378239182308104,8e-06,-8e-06,0.0,0.06728474680559637,0.0044,-0.0044,0.0,2.6390573296152584,,,0.0,1.16,,,0.0,7.123299629369838,155.7367,-155.7367,0.0,1.589235205116581,0.49,-0.49,0.0,Msini,0.1345221516606599,0.00087,-0.00087,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5,5544.0,,,0.0,0.7275486072772778,0.08,-0.08,0.0,1.01,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],4.32,0.01,-0.01,0.0,03h11m14.23s,47.809275,+21d05m49.67s,21.0971302,3.941193382727926,0.1156,-0.1151,8.520001,0.03,-0.03,6.828,0.021,-0.021,8.33307,0.000415,-0.000415
1189,HIP 14810 c,HIP 14810,1,3,Radial Velocity,2006,W. M. Keck Observatory,0,5.002246876155134,0.029,-0.029,0.0,0.4376095614347316,0.034,-0.034,0.0,2.681021528714291,,,0.0,1.22,,,0.0,6.033942689458019,57.2094,-57.2094,0.0,0.8372475245337022,0.18,-0.18,0.0,Msini,0.14548466674198082,0.0099,-0.0099,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5,5544.0,,,0.0,0.7275486072772778,0.08,-0.08,0.0,1.01,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],4.22,0.06,-0.06,0.0,03h11m14.23s,47.809275,+21d05m49.67s,21.0971302,3.941193382727926,0.1156,-0.1151,8.520001,0.03,-0.03,6.828,0.021,-0.021,8.33307,0.000415,-0.000415
1190,HIP 14810 d,HIP 14810,1,3,Radial Velocity,2009,W. M. Keck Observatory,0,6.890405640647024,6.9,-6.9,0.0,1.0784095813505903,0.13,-0.13,0.0,2.714694743820879,,,0.0,1.26,,,0.0,5.23920251071117,31.783,-31.783,0.0,0.4637340162321401,0.1,-0.1,0.0,Msini,0.16974277458709452,0.035,-0.035,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5,5544.0,,,0.0,0.7275486072772778,0.08,-0.08,0.0,1.01,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],4.22,0.06,-0.06,0.0,03h11m14.23s,47.809275,+21d05m49.67s,21.0971302,3.941193382727926,0.1156,-0.1151,8.520001,0.03,-0.03,6.828,0.021,-0.021,8.33307,0.000415,-0.000415
1191,HIP 19976 b,HIP 19976,1,2,Radial Velocity,2022,Multiple Observatories,0,3.944665448939727,0.06281642,-0.0783023,0.0,0.21053398382336105,0.009472,-0.010172,0.0,1.7578579175523736,,,0.0,0.428,,,0.0,3.0722742454113723,4.00615,-4.02198,0.0,0.06277759661965376,0.0126,-0.01265,0.0,Msini,0.2657017657320257,0.200387,-0.14519,0.0,6.044189272017143,,,,6.820115242834518,,,,0,,4316.0,130.32,-112.75,0.0,0.5709795465857378,0.07,-0.06,0.0,0.67,0.08,-0.08,0.0,0.009605241264559068,,,,,4.49,0.11,-0.09,0.0,04h17m02.35s,64.2597881,-40d47m54.67s,-40.7985198,3.7201528050938713,0.0428,-0.0427,10.48,0.03,-0.03,7.381,0.023,-0.023,9.88841,0.000527,-0.000527
1194,HIP 34222 b,HIP 34222,1,1,Radial Velocity,2021,Cerro Tololo Inter-American Observatory,0,5.081317404681786,2.6753,-2.9256,0.0,0.4001175017815691,,,0.0,2.7013612129514133,,,0.0,1.24,,,0.0,5.578965685048283,,,0.0,0.6043159668533296,,,0.0,Msini,0.26620304077465673,,,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K7 V,4050.0,93.12,-145.69,0.0,0.4824261492442927,0.07,-0.05,0.0,0.62,,,0.0,0.009605241264559068,,,,,4.65,0.08,-0.14,0.0,07h05m42.19s,106.4257786,+27d28m13.49s,27.4704132,3.1713061156405637,0.027,-0.0269,10.14,0.03,-0.03,6.781,0.021,-0.021,9.57701,0.000464,-0.000464
1195,HIP 35173 b,HIP 35173,1,1,Radial Velocity,2019,Las Campanas Observatory,0,3.7498804756713353,0.077,-0.077,0.0,0.19638881400539013,0.004,-0.004,0.0,1.5282278570085572,,,0.0,0.322,,,0.0,2.617395832834079,2.7,-2.7,0.0,0.039182250875155825,0.0085,-0.0085,0.0,Msini,0.14842000511827327,0.11,-0.11,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K2 V,4881.0,55.0,-81.0,0.0,0.5709795465857378,0.03,-0.02,0.0,0.79,0.05,-0.05,0.0,0.009605241264559068,,,,,4.52,0.08,-0.1,0.0,07h16m10.78s,109.0449329,-03d39m58.06s,-3.6661273,3.5309441215148074,0.0641,-0.0638,9.01,0.03,-0.03,6.674,0.026,-0.026,8.70829,0.000356,-0.000356
1196,HIP 35965 b,HIP 35965,1,1,Radial Velocity,2022,Multiple Observatories,0,10.170707890749155,13613.39550505,-10171.69977949,0.0,2.834120696992892,4.941713,-4.623014,0.0,2.6100697927420065,,,0.0,1.12,,,0.0,7.843286911786302,1416.70125,-928.57784,0.0,2.198950864223011,4.45744,-2.92163,0.0,Mass,0.12948935960441843,0.10692,-0.08706,0.0,6.044189272017143,,,,6.820115242834518,,,,0,,4836.0,133.64,-79.74,0.0,0.5306282510621704,0.03,-0.05,0.0,0.78,0.09,-0.09,0.0,0.009605241264559068,,,,,4.64,0.06,-0.11,0.0,07h24m48.60s,111.2025182,-51d19m32.70s,-51.3257507,3.9351084735949566,0.0522,-0.052,10.18,0.03,-0.03,7.71,0.023,-0.023,9.88264,0.000428,-0.000428
1197,HIP 38594 b,HIP 38594,1,2,Radial Velocity,2020,Multiple Observatories,0,4.122640431376948,0.122,-0.122,0.0,0.22793206804600694,0.003,-0.003,0.0,1.3270750014599193,,,0.0,0.247,,,0.0,2.2082744135228043,1.7,-1.7,0.0,0.025170547141944253,0.00535,-0.00535,0.0,Msini,0.15700374880966475,0.11,-0.11,0.0,6.044189272017143,,,,6.820115242834518,,,,0,M0,4086.3,168.9,-97.3,0.0,0.48858001481867097,0.02,-0.02,0.0,0.61,0.02,-0.02,0.0,0.009605241264559068,,,,,4.63,0.01,-0.01,0.0,07h54m10.54s,118.5439118,-25d18m08.31s,-25.3023073,2.9332503029326653,0.0095,-0.0095,9.75,0.1,-0.1,6.169,0.021,-0.021,9.08528,0.000271,-0.000271
1198,HIP 38594 c,HIP 38594,1,2,Radial Velocity,2020,Multiple Observatories,0,8.154433487099082,229.001,-229.001,0.0,1.5696570424222558,0.172,-0.172,0.0,2.190535589185423,,,0.0,0.708,,,0.0,3.899950424193877,7.4,-7.4,0.0,0.1417425882960389,0.02328,-0.02328,0.0,Msini,0.14842000511827327,0.1,-0.1,0.0,6.044189272017143,,,,6.820115242834518,,,,0,M0,4086.3,168.9,-97.3,0.0,0.48858001481867097,0.02,-0.02,0.0,0.61,0.02,-0.02,0.0,0.009605241264559068,,,,,4.63,0.01,-0.01,0.0,07h54m10.54s,118.5439118,-25d18m08.31s,-25.3023073,2.9332503029326653,0.0095,-0.0095,9.75,0.1,-0.1,6.169,0.021,-0.021,9.08528,0.000271,-0.000271
1199,HIP 41378 b,HIP 41378,1,5,Transit,2016,K2,0,2.8077204377868568,1.8e-05,-1.9e-05,0.0,2.085603399420442,,,,1.2547609711580412,0.141,-0.141,0.0,0.224,0.013,-0.013,0.0,2.057962510002712,,,0.0,0.021272135275539696,,,0.0,M-R relationship,0.07011455648048513,,,,5.009901691742504,,,0.0,6.881411303642535,,,0.0,0,F6,6226.0,43.0,-43.0,0.0,0.8501509293696101,0.03,-0.03,0.0,1.17,0.07,-0.07,0.0,-0.11,0.08,-0.08,0.0,[Fe/H],4.31,0.1,-0.1,0.0,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,4.675526128072084,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
1200,HIP 41378 c,HIP 41378,1,5,Transit,2016,K2,0,3.487573223408705,0.00024,-0.00019,0.0,2.085603399420442,,,,1.269760544863939,0.4,-0.4,0.0,0.228,0.036,-0.036,0.0,2.089391872533004,,,0.0,0.022054990780831327,,,0.0,M-R relationship,0.07011455648048513,,,,4.036362279683754,,,0.0,6.548219102762372,,,0.0,1,F6,6226.0,43.0,-43.0,0.0,0.8501509293696101,0.03,-0.03,0.0,1.17,0.07,-0.07,0.0,-0.11,0.08,-0.08,0.0,[Fe/H],4.31,0.1,-0.1,0.0,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,4.675526128072084,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
1201,HIP 41378 d,HIP 41378,1,5,Transit,2016,K2,0,7.016609683894219,,,1.0,2.085603399420442,,,,1.601405740736836,0.59,-0.59,0.0,0.353,0.053,-0.053,0.0,2.766319109226186,,,0.0,0.045642357878701065,,,0.0,M-R relationship,0.07011455648048513,,,,6.044189272017143,,,,6.820115242834518,,,,0,F6,6226.0,43.0,-43.0,0.0,0.8501509293696101,0.03,-0.03,0.0,1.17,0.07,-0.07,0.0,-0.11,0.08,-0.08,0.0,[M/H],4.2,0.03,-0.03,0.0,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,4.675526128072084,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
1202,HIP 41378 e,HIP 41378,1,5,Transit,2016,K2,0,4.882801922586371,61.0,-36.0,0.0,2.085603399420442,,,,1.873339456220478,0.77,-0.77,0.0,0.492,0.069,-0.069,0.0,3.295836866004329,,,0.0,0.07871875471139067,,,0.0,M-R relationship,0.07011455648048513,,,,6.044189272017143,,,,6.820115242834518,,,,0,F6,6226.0,43.0,-43.0,0.0,0.8501509293696101,0.03,-0.03,0.0,1.17,0.07,-0.07,0.0,-0.11,0.08,-0.08,0.0,[Fe/H],4.18,0.1,-0.1,0.0,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,4.675526128072084,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
1203,HIP 41378 f,HIP 41378,1,5,Transit,2016,K2,0,6.98933526597456,,,1.0,2.085603399420442,,,,2.4159137783010487,1.4,-1.4,0.0,0.91,0.125,-0.125,0.0,4.31748811353631,,,0.0,0.20945022418220727,,,0.0,M-R relationship,0.07011455648048513,,,,6.044189272017143,,,,6.820115242834518,,,,0,F6,6226.0,43.0,-43.0,0.0,0.8501509293696101,0.03,-0.03,0.0,1.17,0.07,-0.07,0.0,-0.11,0.08,-0.08,0.0,[M/H],4.2,0.03,-0.03,0.0,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,4.675526128072084,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
1204,HIP 4845 b,HIP 4845,1,1,Radial Velocity,2020,Multiple Observatories,0,3.5596246182566738,0.046,-0.046,0.0,0.16211884947643518,0.007,-0.007,0.0,1.5871923034867808,,,0.0,0.347,,,0.0,2.7343675094195836,3.0,-3.0,0.0,0.0443134921423535,0.00944,-0.00944,0.0,Msini,0.22314355131420976,0.14,-0.14,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K7V,4010.0,123.37,-134.13,0.0,0.4700036292457355,0.03,-0.07,0.0,0.62,0.04,-0.04,0.0,0.009605241264559068,,,,,4.62,0.1,-0.14,0.0,01h02m21.16s,15.5881733,-10d25m28.63s,-10.4246208,3.0954599545439256,0.0178,-0.0178,10.06,0.03,-0.03,6.533,0.017,-0.017,9.37826,0.000444,-0.000444
1205,HIP 48714 b,HIP 48714,1,1,Radial Velocity,2020,Multiple Observatories,0,2.9348138585845738,0.002,-0.002,0.0,0.10616019582839063,0.001,-0.001,0.0,1.809926773183504,,,0.0,0.456,,,0.0,3.173878458937465,2.8,-2.8,0.0,0.06957270335196052,0.00881,-0.00881,0.0,Msini,0.4054651081081644,0.08,-0.08,0.0,6.044189272017143,,,,6.820115242834518,,,,0,M0.5 Ve,4015.5,166.5,-128.4,0.0,0.4700036292457355,0.02,-0.02,0.0,0.58,0.02,-0.02,0.0,0.009605241264559068,,,,,4.66,0.01,-0.01,0.0,09h56m07.98s,149.0332672,+62d47m09.42s,62.7859505,2.44493498807675,0.0043,-0.0043,8.99,0.1,-0.1,5.2,0.024,-0.024,8.22861,0.000467,-0.000467
1206,HIP 5158 b,HIP 5158,1,2,Radial Velocity,2009,La Silla Observatory,0,5.848517537788049,5.37,-5.37,0.0,0.636576829071551,,,0.0,2.681021528714291,,,0.0,1.21,,,0.0,6.113682179832232,,,0.0,0.883767540168595,,,0.0,Msini,0.41871033485818504,0.08,-0.08,0.0,6.044189272017143,,,,6.820115242834518,,,,0,,4962.0,89.0,-89.0,0.0,0.5596157879354227,0.06,-0.06,0.0,0.78,0.02,-0.02,0.0,0.1,0.07,-0.07,0.0,[Fe/H],4.37,0.2,-0.2,0.0,01h06m02.28s,16.5094891,-22d27m13.01s,-22.4536134,3.9627655481798536,0.1043,-0.1039,10.16,0.03,-0.03,7.669,0.02,-0.02,9.80235,0.000248,-0.000248
1207,HIP 5158 c,HIP 5158,1,2,Radial Velocity,2011,La Silla Observatory,0,9.107062131322675,3180.74,-3180.74,0.0,2.1633230256605382,1.88,-1.88,0.0,2.580216829592325,,,0.0,1.09,,,0.0,8.47243914316169,3353.1065,-3353.1065,0.0,2.7750856024383683,10.55,-10.55,0.0,Msini,0.1310282624064041,0.1,-0.1,0.0,6.044189272017143,,,,6.820115242834518,,,,0,,4813.0,207.69,-128.99,0.0,0.5596157879354227,0.05,-0.09,0.0,0.78,0.12,-0.07,0.0,0.17,0.11,-0.11,0.0,[M/H],4.58,0.13,-0.1,0.0,01h06m02.28s,16.5094891,-22d27m13.01s,-22.4536134,3.9627655481798536,0.1043,-0.1039,10.16,0.03,-0.03,7.669,0.02,-0.02,9.80235,0.000248,-0.000248
1208,HIP 54373 b,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,0,2.1701959049483,0.003,-0.003,0.0,0.061095099359810875,0.001,-0.001,0.0,1.3532545070416904,,,0.0,0.256,,,0.0,2.263844264677615,1.84,-1.84,0.0,0.026758769300691144,0.00579,-0.00579,0.0,Msini,0.18232155679395462,0.11,-0.11,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K5 V,4021.0,226.0,-146.0,0.0,0.44468582126144574,0.02,-0.02,0.0,0.57,0.03,-0.03,0.0,0.009605241264559068,,,,,4.68,0.01,-0.01,0.0,11h07m27.44s,166.8643532,-19d17m30.07s,-19.2916857,2.9814710642017217,0.0164,-0.0164,10.38,0.1,-0.1,6.62,0.02,-0.02,9.64076,0.000402,-0.000402
1209,HIP 54373 c,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,0,2.7815484636112533,0.008,-0.008,0.0,0.09440067542148431,0.002,-0.002,0.0,1.5195132049061133,,,0.0,0.318,,,0.0,2.5982353350950036,2.11,-2.11,0.0,0.038393447986869854,0.00664,-0.00664,0.0,Msini,0.18232155679395462,0.12,-0.12,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K5 V,4021.0,226.0,-146.0,0.0,0.44468582126144574,0.02,-0.02,0.0,0.57,0.03,-0.03,0.0,0.009605241264559068,,,,,4.68,0.01,-0.01,0.0,11h07m27.44s,166.8643532,-19d17m30.07s,-19.2916857,2.9814710642017217,0.0164,-0.0164,10.38,0.1,-0.1,6.62,0.02,-0.02,9.64076,0.000402,-0.000402
1210,HIP 55507 b,HIP 55507,1,1,Radial Velocity,2022,Multiple Observatories,0,8.544698871827364,887.26948239,-529.24741349,0.0,1.8010381224110585,0.602706,-0.460452,0.0,2.6100697927420065,,,0.0,1.12,,,0.0,7.873265465724428,752.29243,-585.95693,0.0,2.225657611294793,2.36698,-1.84363,0.0,Mass,0.30866782311082597,0.123775,-0.195274,0.0,6.044189272017143,,,,6.820115242834518,,,,0,M0,4171.0,93.16,-149.45,0.0,0.5423242908253617,0.08,-0.05,0.0,0.65,0.08,-0.08,0.0,0.009605241264559068,,,,,4.53,0.1,-0.11,0.0,11h22m05.45s,170.5227246,+46d54m28.09s,46.907803,3.2767408778687677,0.0257,-0.0256,9.8,0.03,-0.03,6.613,0.021,-0.021,9.26803,0.000323,-0.000323
1211,HIP 56640 b,HIP 56640,1,1,Radial Velocity,2021,Multiple Observatories,0,7.892293655732992,183.35402645,-108.29793196,0.0,1.713947105819932,0.218536,-0.151182,0.0,2.617395832834079,,,0.0,1.13,,,0.0,7.6744536660162685,590.73136,-385.64592,0.0,2.0502495721469454,1.85865,-1.21338,0.0,Mass,0.11189641009037764,0.06231,-0.07554,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K1 III,4769.0,55.0,-55.0,0.0,1.780024213009634,0.05,-0.05,0.0,1.75,0.1,-0.1,0.0,-0.03,0.05,-0.05,0.0,[Fe/H],2.91,0.12,-0.12,0.0,11h36m48.21s,174.2008941,-37d02m20.89s,-37.0391349,4.814815038430936,0.587,-0.581,7.94,0.03,-0.03,5.493,0.017,-0.017,7.64993,0.000167,-0.000167
1212,HIP 57274 b,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,0,2.2121350834053013,0.004,-0.004,0.0,0.06765864847381481,0.0,0.0,0.0,1.2237754316221157,,,0.0,0.214,,,0.0,1.9955978694842593,3.1783,-3.1783,0.0,0.019802627296179712,0.01,-0.01,0.0,Msini,0.173953307123438,0.1,-0.1,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K4 V,4510.0,136.0,-136.0,0.0,0.5766133643039938,0.05,-0.05,0.0,0.29,0.3,-0.3,0.0,0.01,,,0.0,[Fe/H],4.11,0.46,-0.46,0.0,11h44m40.93s,176.1705487,+30d57m27.53s,30.9576484,3.290705202997175,0.0337,-0.0335,8.97,0.03,-0.03,6.286,0.021,-0.021,8.57069,0.000434,-0.000434
1213,HIP 57274 c,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,0,3.4974162394026984,0.02,-0.02,0.0,0.16381808522939495,,,0.0,2.7212954278522306,,,0.0,1.27,,,0.0,4.875197323201151,3.0,-3.0,0.0,0.34289442727996167,0.00944,-0.00944,0.0,Msini,0.04879016416943201,0.02,-0.02,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K4 V,4640.0,100.0,-100.0,0.0,0.5187937934151676,0.03,-0.03,0.0,0.73,0.05,-0.05,0.0,0.09,0.05,-0.05,0.0,[Fe/H],4.71,0.1,-0.1,0.0,11h44m40.93s,176.1705487,+30d57m27.53s,30.9576484,3.290705202997175,0.0337,-0.0335,8.97,0.03,-0.03,6.286,0.021,-0.021,8.57069,0.000434,-0.000434
